image_name,steering_angle
1479425570055112345.pgm,0.0052359877
1479425570105104256.pgm,0.0052359877
1479425570155164324.pgm,0.0034403208
1479425570205131699.pgm,0.0017453292
1479425570255128523.pgm,0.0017453292
1479425570305165660.pgm,0.0008376751
1479425570355183404.pgm,-0.0052669968
1479425570405257524.pgm,-0.010526971
1479425570455222797.pgm,-0.0192352762
1479425570505206948.pgm,-0.0270639315
1479425570555205385.pgm,-0.0314183838
1479425570605195987.pgm,-0.0357627648
1479425570655280654.pgm,-0.0366519131
1479425570705239833.pgm,-0.0357964593
1479425570755891171.pgm,-0.0349065848
1479425570805300617.pgm,-0.0366519131
1479425570855200711.pgm,-0.0366519131
1479425570905254397.pgm,-0.0382988523
1479425570955324930.pgm,-0.0418411102
1479425571005239474.pgm,-0.0453785621
1479425571055316924.pgm,-0.0436953794
1479425571105343499.pgm,-0.04363323
1479425571155319315.pgm,-0.04363323
1479425571205324071.pgm,-0.0479143263
1479425571255324628.pgm,-0.0556682049
1479425571305328373.pgm,-0.0661218094
1479425571355366491.pgm,-0.0714532624
1479425571405372984.pgm,-0.0740682257
1479425571455369573.pgm,-0.0784240455
1479425571505374320.pgm,-0.0845255306
1479425571555372294.pgm,-0.0888832759
1479425571605427423.pgm,-0.0890117884
1479425571655399351.pgm,-0.0856634037
1479425571705419395.pgm,-0.0830523784
1479425571755419539.pgm,-0.0836211761
1479425571805416361.pgm,-0.0932112377
1479425571855425240.pgm,-0.1008895293
1479425571905511733.pgm,-0.10855976
1479425571955398734.pgm,-0.1246974723
1479425572005474401.pgm,-0.1538339837
1479425572055480433.pgm,-0.196625186
1479425572105434232.pgm,-0.2440148387
1479425572155434633.pgm,-0.2845107243
1479425572205640218.pgm,-0.3008639536
1479425572255469158.pgm,-0.2938982815
1479425572305578430.pgm,-0.2690260835
1479425572355508258.pgm,-0.2487929493
1479425572405469057.pgm,-0.2402293649
1479425572455514787.pgm,-0.2391101122
1479425572505518539.pgm,-0.2391101122
1479425572555573927.pgm,-0.2376286767
1479425572605567857.pgm,-0.2315225365
1479425572655520353.pgm,-0.2207550828
1479425572705591011.pgm,-0.2099988496
1479425572755566635.pgm,-0.2012962381
1479425572805585615.pgm,-0.2007128596
1479425572855565875.pgm,-0.2007128596
1479425572905588943.pgm,-0.2007128596
1479425572955662489.pgm,-0.2007128596
1479425573005705980.pgm,-0.205323052
1479425573055714067.pgm,-0.212289314
1479425573105613645.pgm,-0.2307751672
1479425573155616977.pgm,-0.252739599
1479425573205688800.pgm,-0.2726312557
1479425573255669202.pgm,-0.2792526782
1479425573305689378.pgm,-0.2775073648
1479425573355687493.pgm,-0.2757620215
1479425573405709598.pgm,-0.2767601679
1479425573455690785.pgm,-0.2930473269
1479425573505740588.pgm,-0.318339428
1479425573555690229.pgm,-0.3445120476
1479425573605824692.pgm,-0.3681348884
1479425573655715315.pgm,-0.383539703
1479425573705792136.pgm,-0.389208436
1479425573755751609.pgm,-0.389208436
1479425573805824220.pgm,-0.389208436
1479425573855767652.pgm,-0.389208436
1479425573905771790.pgm,-0.3931293897
1479425573955786223.pgm,-0.3974866733
1479425574005873123.pgm,-0.4014257193
1479425574055815312.pgm,-0.4014257193
1479425574105859529.pgm,-0.4014257193
1479425574155827264.pgm,-0.4014257193
1479425574205870689.pgm,-0.4014257193
1479425574255922408.pgm,-0.3996804059
1479425574305840379.pgm,-0.3961897492
1479425574355865054.pgm,-0.3919543647
1479425574405909080.pgm,-0.3888392365
1479425574455953245.pgm,-0.3874630928
1479425574505920417.pgm,-0.3874630928
1479425574555975193.pgm,-0.3874630928
1479425574605959295.pgm,-0.3874630928
1479425574656003376.pgm,-0.3862616885
1479425574705969870.pgm,-0.3836445032
1479425574755949408.pgm,-0.3746028637
1479425574805942018.pgm,-0.3638855336
1479425574855956462.pgm,-0.3519508612
1479425574906008216.pgm,-0.3394387683
1479425574955988235.pgm,-0.3269464499
1479425575005975094.pgm,-0.3077812115
1479425575055989969.pgm,-0.286860115
1479425575105971946.pgm,-0.2659539041
1479425575156022353.pgm,-0.2456376982
1479425575206069235.pgm,-0.2239483715
1479425575255998979.pgm,-0.1980747319
1479425575306000688.pgm,-0.1696742139
1479425575356117449.pgm,-0.1417143279
1479425575406037431.pgm,-0.1115955421
1479425575456123686.pgm,-0.0812757639
1479425575506144444.pgm,-0.0584460316
1479425575556081033.pgm,-0.0477829564
1479425575606093773.pgm,-0.0453785621
1479425575656158611.pgm,-0.0453785621
1479425575706089692.pgm,-0.0453785621
1479425575756153764.pgm,-0.0453785621
1479425575806131381.pgm,-0.0417150185
1479425575856158996.pgm,-0.0356138432
1479425575906107961.pgm,-0.0293414035
1479425575956097825.pgm,-0.0234051941
1479425576006094443.pgm,-0.019049838
1479425576056102382.pgm,-0.0129481971
1479425576106092714.pgm,-0.00510309
1479425576156091151.pgm,0.000255395
1479425576206202736.pgm,0.0092526108
1479425576256114756.pgm,0.0256556817
1479425576306253222.pgm,0.0403802522
1479425576356180302.pgm,0.0490794242
1479425576406122642.pgm,0.0595277184
1479425576456170938.pgm,0.0628318563
1479425576506227161.pgm,0.0628318563
1479425576556250969.pgm,0.0628318563
1479425576606249120.pgm,0.0646523041
1479425576656234136.pgm,0.0708753252
1479425576706229088.pgm,0.0822518947
1479425576756218519.pgm,0.0952683032
1479425576806400774.pgm,0.1083793003
1479425576856250200.pgm,0.1187574503
1479425576906268755.pgm,0.1221730486
1479425576956252728.pgm,0.1212769658
1479425577006326860.pgm,0.1204039089
1479425577056291741.pgm,0.1186823919
1479425577106266227.pgm,0.1169370562
1479425577156278087.pgm,0.1169370562
1479425577206294083.pgm,0.1169370562
1479425577256384368.pgm,0.1169370562
1479425577306358397.pgm,0.1169370562
1479425577356370111.pgm,0.1169370562
1479425577406411560.pgm,0.1169370562
1479425577456323767.pgm,0.1169370562
1479425577506342723.pgm,0.1152421276
1479425577556402133.pgm,0.1151917279
1479425577606409832.pgm,0.1151917279
1479425577656372541.pgm,0.114388607
1479425577706445054.pgm,0.1100283359
1479425577756431664.pgm,0.1082104146
1479425577806417931.pgm,0.1064650863
1479425577856439979.pgm,0.1064650863
1479425577906445760.pgm,0.1081086222
1479425577956433241.pgm,0.1199987419
1479425578006444592.pgm,0.1340466412
1479425578056476543.pgm,0.1513349594
1479425578106511085.pgm,0.1670516175
1479425578156481122.pgm,0.1812235449
1479425578206497541.pgm,0.1848640286
1479425578256508227.pgm,0.1867502332
1479425578306537679.pgm,0.1884955615
1479425578356489183.pgm,0.1884955615
1479425578406501823.pgm,0.1884955615
1479425578456533408.pgm,0.1902408898
1479425578506569971.pgm,0.1902408898
1479425578556531835.pgm,0.1836391179
1479425578606530264.pgm,0.1700892218
1479425578656665166.pgm,0.1509072495
1479425578706565671.pgm,0.1367921569
1479425578756586566.pgm,0.1291543692
1479425578806656321.pgm,0.1306859502
1479425578856587858.pgm,0.144610306
1479425578906584810.pgm,0.1681243854
1479425578956612515.pgm,0.1916698888
1479425579006627091.pgm,0.2136993049
1479425579056630454.pgm,0.2357223015
1479425579106637602.pgm,0.2488029829
1479425579156641776.pgm,0.253677726
1479425579206661289.pgm,0.2533455913
1479425579256646866.pgm,0.2513274252
1479425579306654690.pgm,0.2513274252
1479425579356684425.pgm,0.2513274252
1479425579406652890.pgm,0.2513274252
1479425579456751732.pgm,0.2513274252
1479425579506696569.pgm,0.2513274252
1479425579556716532.pgm,0.2513274252
1479425579606812429.pgm,0.2513274252
1479425579656861384.pgm,0.2518755149
1479425579706824357.pgm,0.2576398782
1479425579756830122.pgm,0.2681021686
1479425579806847685.pgm,0.2799701996
1479425579856827627.pgm,0.2912792434
1479425579906869943.pgm,0.2998387893
1479425579956867529.pgm,0.3036873043
1479425580006872057.pgm,0.3023125302
1479425580056882686.pgm,0.2979573925
1479425580107048669.pgm,0.2949606478
1479425580156894487.pgm,0.2949606478
1479425580206906851.pgm,0.2949606478
1479425580256879673.pgm,0.2971677731
1479425580307047435.pgm,0.3001966178
1479425580357021203.pgm,0.3001966178
1479425580406946376.pgm,0.3001966178
1479425580456915974.pgm,0.2984513044
1479425580506958264.pgm,0.3001966178
1479425580556981822.pgm,0.3023724164
1479425580607062717.pgm,0.3036873043
1479425580657026432.pgm,0.3036873043
1479425580706990244.pgm,0.3024064868
1479425580756992006.pgm,0.2955092254
1479425580807115888.pgm,0.2781328665
1479425580857106838.pgm,0.2485651564
1479425580907103147.pgm,0.21807201
1479425580957015791.pgm,0.1961017862
1479425581007100396.pgm,0.1902408898
1479425581057074714.pgm,0.1927166664
1479425581107117034.pgm,0.2014179522
1479425581157270425.pgm,0.2132947504
1479425581207048612.pgm,0.2235201581
1479425581257070158.pgm,0.2268927991
1479425581307098722.pgm,0.2251474708
1479425581357120807.pgm,0.2230807774
1479425581407126354.pgm,0.2216568142
1479425581457160739.pgm,0.217880565
1479425581507182488.pgm,0.2111455211
1479425581557115333.pgm,0.1960651311
1479425581607122715.pgm,0.1758819863
1479425581657129898.pgm,0.1521469269
1479425581707236867.pgm,0.127044051
1479425581757197190.pgm,0.113174614
1479425581807259432.pgm,0.1117010713
1479425581857222785.pgm,0.1134463996
1479425581907232947.pgm,0.1134463996
1479425581957274648.pgm,0.1131951522
1479425582007238271.pgm,0.1094836481
1479425582057276246.pgm,0.1025086829
1479425582107264851.pgm,0.0966397151
1479425582157294564.pgm,0.0925024524
1479425582207287922.pgm,0.0925024524
1479425582257269767.pgm,0.0944525033
1479425582307289208.pgm,0.1016296977
1479425582357288943.pgm,0.1101452374
1479425582407321536.pgm,0.1145041189
1479425582457373123.pgm,0.1153754502
1479425582507289637.pgm,0.1179803957
1479425582557389859.pgm,0.122344834
1479425582607355595.pgm,0.1294612453
1479425582657363990.pgm,0.1361356825
1479425582707353841.pgm,0.1361356825
1479425582757531727.pgm,0.1359803524
1479425582807383757.pgm,0.1298942459
1479425582857392060.pgm,0.1274090409
1479425582907405910.pgm,0.1246703008
1479425582957418594.pgm,0.1239183769
1479425583007457114.pgm,0.1239183769
1479425583057456884.pgm,0.1238418129
1479425583107392144.pgm,0.1221730486
1479425583157536178.pgm,0.1221730486
1479425583207437885.pgm,0.1221730486
1479425583257474389.pgm,0.1204277202
1479425583307472346.pgm,0.1204277202
1479425583357492251.pgm,0.1186823919
1479425583407517906.pgm,0.1169370562
1479425583457465499.pgm,0.1169370562
1479425583507471405.pgm,0.1169370562
1479425583557609371.pgm,0.1169370562
1479425583607479391.pgm,0.1169370562
1479425583657509819.pgm,0.1169391902
1479425583707527458.pgm,0.1186823919
1479425583757521967.pgm,0.1186823919
1479425583807585905.pgm,0.1204277202
1479425583857568017.pgm,0.1221523205
1479425583907575193.pgm,0.1221730486
1479425583957567298.pgm,0.1204277202
1479425584007647402.pgm,0.1204277202
1479425584057607256.pgm,0.1204277202
1479425584107552901.pgm,0.1247336891
1479425584157685542.pgm,0.1256637126
1479425584207594994.pgm,0.1256637126
1479425584257612374.pgm,0.1256637126
1479425584307623558.pgm,0.1188421098
1479425584357613972.pgm,0.1117883522
1479425584407702800.pgm,0.1056788882
1479425584457702262.pgm,0.104719758
1479425584507684127.pgm,0.101229094
1479425584557656870.pgm,0.0994837657
1479425584607705685.pgm,0.0934923662
1479425584657784927.pgm,0.0873781595
1479425584707742026.pgm,0.074547918
1479425584757715284.pgm,0.0632267215
1479425584807752321.pgm,0.0568595107
1479425584857772396.pgm,0.0542460951
1479425584907747824.pgm,0.049171744
1479425584957844617.pgm,0.0387010174
1479425585007814832.pgm,0.0233282622
1479425585057729564.pgm,0.0075079514
1479425585107838472.pgm,-0.0090872066
1479425585157758020.pgm,-0.0190119701
1479425585207792754.pgm,-0.0185136674
1479425585257835656.pgm,-0.0157079641
1479425585307804959.pgm,-0.0098012946
1479425585357876322.pgm,-0.0039394926
1479425585407840731.pgm,0.0036442127
1479425585457873808.pgm,0.0134805823
1479425585507863373.pgm,0.0191986226
1479425585557862715.pgm,0.0209439509
1479425585607916482.pgm,0.0209439509
1479425585657862254.pgm,0.0194451154
1479425585707933926.pgm,0.0191986226
1479425585757879305.pgm,0.0191986226
1479425585807905585.pgm,0.0256527691
1479425585857885454.pgm,0.0358341544
1479425585908068146.pgm,0.0489530623
1479425585957974042.pgm,0.0619950264
1479425586007918096.pgm,0.0703939063
1479425586058008395.pgm,0.0715584978
1479425586107944155.pgm,0.0709914398
1479425586157954254.pgm,0.0698131695
1479425586208033068.pgm,0.0698131695
1479425586258004740.pgm,0.0698131695
1479425586307981947.pgm,0.0715584978
1479425586358030561.pgm,0.0715584978
1479425586408036913.pgm,0.0715584978
1479425586458054994.pgm,0.0684150037
1479425586508017312.pgm,0.0623162251
1479425586558136724.pgm,0.0562046664
1479425586608041106.pgm,0.0518556888
1479425586657998932.pgm,0.0475040238
1479425586708093758.pgm,0.043140644
1479425586758088298.pgm,0.0387878924
1479425586808125217.pgm,0.0269633135
1479425586858062901.pgm,0.0134271793
1479425586908125583.pgm,0.0003480742
1479425586958046171.pgm,-0.006981317
1479425587008186315.pgm,-0.0082807917
1479425587058135479.pgm,-0.0056622302
1479425587108127962.pgm,0.0026024268
1479425587158118065.pgm,0.0082703478
1479425587208174418.pgm,0.0139626339
1479425587258108821.pgm,0.0157079641
1479425587308226829.pgm,0.0191986226
1479425587358203496.pgm,0.0234764944
1479425587408226696.pgm,0.0328962232
1479425587458281427.pgm,0.0487115888
1479425587508283210.pgm,0.0674925452
1479425587558231155.pgm,0.0763011146
1479425587608210821.pgm,0.0764307038
1479425587658249001.pgm,0.0708261907
1479425587708291861.pgm,0.0663225129
1479425587758234186.pgm,0.0663225129
1479425587808250893.pgm,0.0719025827
1479425587858060896.pgm,0.0750491545
1479425587908237723.pgm,0.0750491545
1479425587958242492.pgm,0.0703729686
1479425588008341786.pgm,0.0622006139
1479425588058283205.pgm,0.0564178389
1479425588108261777.pgm,0.0558505356
1479425588158325629.pgm,0.0575958639
1479425588208295879.pgm,0.0613759564
1479425588258314141.pgm,0.0639903436
1479425588308311383.pgm,0.0645771846
1479425588358325879.pgm,0.0628318563
1479425588408371198.pgm,0.0610865243
1479425588458379987.pgm,0.0582194983
1479425588508496795.pgm,0.0558505356
1479425588558429826.pgm,0.0547383342
1479425588608394882.pgm,0.0541052073
1479425588658367112.pgm,0.0512582075
1479425588708447918.pgm,0.0434051308
1479425588758449296.pgm,0.0418879017
1479425588808489476.pgm,0.0418879017
1479425588858404637.pgm,0.0418879017
1479425588908520442.pgm,0.0438360119
1479425588958468197.pgm,0.0453785621
1479425589008487149.pgm,0.0490529622
1479425589058446132.pgm,0.0544441131
1479425589108517689.pgm,0.0610865243
1479425589158380684.pgm,0.0638566105
1479425589208467413.pgm,0.0682271029
1479425589258474941.pgm,0.073607213
1479425589308445202.pgm,0.0769361726
1479425589358411498.pgm,0.0832965206
1479425589408450187.pgm,0.092622891
1479425589458616491.pgm,0.095993109
1479425589508601928.pgm,0.0994837657
1479425589558423932.pgm,0.1004592806
1479425589608469441.pgm,0.1029744223
1479425589658507029.pgm,0.1029744223
1479425589708577236.pgm,0.104719758
1479425589758620284.pgm,0.104719758
1479425589808627669.pgm,0.1029744223
1479425589858603719.pgm,0.104719758
1479425589908552303.pgm,0.104719758
1479425589958578072.pgm,0.104719758
1479425590008627245.pgm,0.104719758
1479425590058609326.pgm,0.1056334305
1479425590108717337.pgm,0.1065071807
1479425590158627267.pgm,0.1108583393
1479425590208738842.pgm,0.1134770025
1479425590258695087.pgm,0.1151917279
1479425590308799651.pgm,0.1151917279
1479425590358761928.pgm,0.1143046257
1479425590408727074.pgm,0.11344486
1479425590458736951.pgm,0.1117010713
1479425590508667958.pgm,0.1082410705
1479425590558709324.pgm,0.1082104146
1479425590608721942.pgm,0.1064650863
1479425590658740718.pgm,0.1021321136
1479425590708807262.pgm,0.0943108829
1479425590758771991.pgm,0.0847815915
1479425590808766184.pgm,0.0734597532
1479425590858817630.pgm,0.0664337707
1479425590908748184.pgm,0.0629043252
1479425590958798127.pgm,0.0645771846
1479425591008779450.pgm,0.0645771846
1479425591058775038.pgm,0.0688516429
1479425591108842271.pgm,0.0715584978
1479425591158774899.pgm,0.0750491545
1479425591208904205.pgm,0.0750491545
1479425591258800021.pgm,0.0750491545
1479425591308848993.pgm,0.0750491545
1479425591358850690.pgm,0.0750491545
1479425591408945257.pgm,0.0750491545
1479425591458842126.pgm,0.074318447
1479425591508952841.pgm,0.071700378
1479425591558912774.pgm,0.0750491545
1479425591608917716.pgm,0.0733038262
1479425591658969151.pgm,0.0715584978
1479425591708922465.pgm,0.0715584978
1479425591758924138.pgm,0.0715584978
1479425591808907132.pgm,0.0715584978
1479425591858944053.pgm,0.0715584978
1479425591909002259.pgm,0.0715584978
1479425591959056687.pgm,0.0698131695
1479425592009021126.pgm,0.0698131695
1479425592058990305.pgm,0.0698131695
1479425592109059723.pgm,0.0698131695
1479425592158960905.pgm,0.0704494888
1479425592209083300.pgm,0.0730640396
1479425592259146663.pgm,0.0733038262
1479425592309004478.pgm,0.0733038262
1479425592358987069.pgm,0.0750491545
1479425592409030336.pgm,0.0733038262
1479425592459090894.pgm,0.0750491545
1479425592509067541.pgm,0.0750491545
1479425592559074332.pgm,0.0797136665
1479425592609091218.pgm,0.0852261626
1479425592659099093.pgm,0.0895838346
1479425592709186784.pgm,0.0922019748
1479425592759026733.pgm,0.0925024524
1479425592809119100.pgm,0.0925024524
1479425592859120976.pgm,0.0935977341
1479425592909154809.pgm,0.1005729538
1479425592959111841.pgm,0.1080705976
1479425593009202739.pgm,0.1165997302
1479425593059192857.pgm,0.1192062788
1479425593109249603.pgm,0.1221730486
1479425593159139598.pgm,0.1239183769
1479425593209148024.pgm,0.1221730486
1479425593259198553.pgm,0.1221730486
1479425593309185610.pgm,0.1221730486
1479425593359184370.pgm,0.1239183769
1479425593409271692.pgm,0.1256637126
1479425593459215710.pgm,0.1239183769
1479425593509183385.pgm,0.1239183769
1479425593559218669.pgm,0.1239183769
1479425593609316327.pgm,0.1282915713
1479425593659213589.pgm,0.1313267374
1479425593709357376.pgm,0.137025726
1479425593759336228.pgm,0.1500957897
1479425593809271315.pgm,0.1705037585
1479425593859256284.pgm,0.2022358893
1479425593909399957.pgm,0.231150707
1479425593959296809.pgm,0.244747645
1479425594009325899.pgm,0.2460914254
1479425594059364511.pgm,0.2460914254
1479425594109184250.pgm,0.2508263052
1479425594159177578.pgm,0.2593946814
1479425594209200376.pgm,0.2724778004
1479425594259257837.pgm,0.2841612006
1479425594309282554.pgm,0.2986339739
1479425594359375959.pgm,0.3134683655
1479425594409319608.pgm,0.3258433093
1479425594459412518.pgm,0.329867214
1479425594509401930.pgm,0.3274708437
1479425594559542052.pgm,0.3208073309
1479425594609450581.pgm,0.3193952441
1479425594659406062.pgm,0.3173383539
1479425594709411193.pgm,0.3112398333
1479425594759397493.pgm,0.3054326177
1479425594809408815.pgm,0.304269737
1479425594859454872.pgm,0.3013763599
1479425594909505326.pgm,0.291497014
1479425594959420864.pgm,0.2741596455
1479425595009405974.pgm,0.245763267
1479425595059471945.pgm,0.2109043083
1479425595109434409.pgm,0.1771835883
1479425595159495497.pgm,0.1543589047
1479425595209604787.pgm,0.1426239101
1479425595259527016.pgm,0.1416035376
1479425595309515639.pgm,0.1498949304
1479425595359541401.pgm,0.164280906
1479425595409559898.pgm,0.1658062786
1479425595459607324.pgm,0.1658062786
1479425595509533702.pgm,0.1629921208
1479425595559627823.pgm,0.1549404662
1479425595609561710.pgm,0.1441265267
1479425595659641703.pgm,0.1265111102
1479425595709652091.pgm,0.1054147556
1479425595759576011.pgm,0.081047737
1479425595809662588.pgm,0.0548785312
1479425595859605120.pgm,0.0254391895
1479425595909660777.pgm,0.0046442033
1479425595959679060.pgm,-0.009140772
1479425596009647377.pgm,-0.0194655591
1479425596059652910.pgm,-0.0261799395
1479425596109629854.pgm,-0.0279252678
1479425596159668320.pgm,-0.0279252678
1479425596209690956.pgm,-0.0261799395
1479425596259681807.pgm,-0.0261799395
1479425596309715426.pgm,-0.0279252678
1479425596359666548.pgm,-0.0279252678
1479425596409670222.pgm,-0.0279252678
1479425596459794616.pgm,-0.0279252678
1479425596509735109.pgm,-0.0279252678
1479425596559805736.pgm,-0.0297259726
1479425596609830179.pgm,-0.0340887358
1479425596659778709.pgm,-0.0402807636
1479425596709773943.pgm,-0.0516091864
1479425596759804169.pgm,-0.0664599719
1479425596809828622.pgm,-0.0812391536
1479425596859739422.pgm,-0.0907808783
1479425596909831972.pgm,-0.0968817397
1479425596959834066.pgm,-0.0977384374
1479425597009875830.pgm,-0.0977384374
1479425597059801756.pgm,-0.0977384374
1479425597109884518.pgm,-0.0977384374
1479425597159857154.pgm,-0.1012085361
1479425597209844096.pgm,-0.1038191121
1479425597259868793.pgm,-0.1081754351
1479425597309833972.pgm,-0.1142761067
1479425597359967567.pgm,-0.12383935
1479425597410008844.pgm,-0.1377018024
1479425597459962214.pgm,-0.1550128939
1479425597509891812.pgm,-0.1742614256
1479425597559942773.pgm,-0.1882789301
1479425597609894868.pgm,-0.1980132078
1479425597659910513.pgm,-0.2006229663
1479425597710017397.pgm,-0.2007128596
1479425597759993341.pgm,-0.2023614868
1479425597809956882.pgm,-0.2042035162
1479425597860081005.pgm,-0.2075897023
1479425597909943386.pgm,-0.2119356186
1479425597960037340.pgm,-0.2195443444
1479425598010048530.pgm,-0.228380787
1479425598059966649.pgm,-0.2436349828
1479425598110021077.pgm,-0.262969252
1479425598160179103.pgm,-0.2839303013
1479425598210051875.pgm,-0.3048053847
1479425598260009073.pgm,-0.3255461241
1479425598310084542.pgm,-0.3431482998
1479425598360027550.pgm,-0.3588059954
1479425598410092600.pgm,-0.3720797434
1479425598460123271.pgm,-0.376991123
1479425598510071155.pgm,-0.3738965799
1479425598560086997.pgm,-0.357081376
1479425598610057007.pgm,-0.3281311315
1479425598660104326.pgm,-0.2917110815
1479425598710063959.pgm,-0.2549089765
1479425598760130937.pgm,-0.2232808282
1479425598810120752.pgm,-0.2016622051
1479425598860130067.pgm,-0.1874923581
1479425598910150961.pgm,-0.1768218819
1479425598960166390.pgm,-0.171309948
1479425599010174766.pgm,-0.1727875918
1479425599060140139.pgm,-0.1742555554
1479425599110240180.pgm,-0.1792123554
1479425599160229988.pgm,-0.1893952971
1479425599210546937.pgm,-0.204887995
1479425599260356242.pgm,-0.2222583024
1479425599310188964.pgm,-0.237295698
1479425599360213313.pgm,-0.2535715975
1479425599410244770.pgm,-0.2669433524
1479425599460274819.pgm,-0.2768618171
1479425599510209068.pgm,-0.2792526782
1479425599560243330.pgm,-0.2792526782
1479425599610253158.pgm,-0.2792526782
1479425599660281242.pgm,-0.2837546017
1479425599710290164.pgm,-0.2929990721
1479425599760237132.pgm,-0.3060671725
1479425599810310571.pgm,-0.3196499444
1479425599860280877.pgm,-0.3383922127
1479425599910306229.pgm,-0.3612036263
1479425599960286267.pgm,-0.3899256759
1479425600010391413.pgm,-0.4177880838
1479425600060348552.pgm,-0.4337800756
1479425600110320497.pgm,-0.4354135616
1479425600160356803.pgm,-0.4236258296
1479425600210430573.pgm,-0.402197851
1479425600260349958.pgm,-0.3730497493
1479425600310342925.pgm,-0.3390662569
1479425600360376723.pgm,-0.3086588528
1479425600410392447.pgm,-0.2819859997
1479425600460389684.pgm,-0.2631816019
1479425600510535652.pgm,-0.2600540519
1479425600560398357.pgm,-0.2643345551
1479425600610476914.pgm,-0.2734716104
1479425600660419860.pgm,-0.2895359782
1479425600711129782.pgm,-0.3054498826
1479425600760481668.pgm,-0.3226576286
1479425600810473025.pgm,-0.3400734072
1479425600860451543.pgm,-0.355739793
1479425600910541725.pgm,-0.365135366
1479425600960473018.pgm,-0.3665191531
1479425601010537423.pgm,-0.3623379096
1479425601060555310.pgm,-0.3536201973
1479425601110638928.pgm,-0.3445548308
1479425601160540850.pgm,-0.330308877
1479425601210593799.pgm,-0.3107994247
1479425601260533503.pgm,-0.2861213464
1479425601310619580.pgm,-0.2575903112
1479425601360531696.pgm,-0.2257067715
1479425601410558901.pgm,-0.1995613562
1479425601460602178.pgm,-0.1855921571
1479425601510593517.pgm,-0.1815142483
1479425601560696934.pgm,-0.1815142483
1479425601610593825.pgm,-0.1832595766
1479425601660673819.pgm,-0.1878845427
1479425601710660545.pgm,-0.1922383062
1479425601760656125.pgm,-0.1926153592
1479425601810688801.pgm,-0.1880112097
1479425601860619215.pgm,-0.1725648416
1479425601910693021.pgm,-0.1425774772
1479425601960798611.pgm,-0.1001469888
1479425602010714162.pgm,-0.0689577069
1479425602060762511.pgm,-0.0610865243
1479425602110736674.pgm,-0.0630339134
1479425602160754740.pgm,-0.0684469276
1479425602211198568.pgm,-0.0698131695
1479425602260837841.pgm,-0.0698131695
1479425602310787912.pgm,-0.0698131695
1479425602360779561.pgm,-0.0698131695
1479425602410792729.pgm,-0.0661632699
1479425602460747406.pgm,-0.0590403521
1479425602510771493.pgm,-0.0522138514
1479425602560815898.pgm,-0.0488692187
1479425602610837813.pgm,-0.0486006998
1479425602660836043.pgm,-0.0323853189
1479425602710868548.pgm,0.0033755892
1479425602760862329.pgm,0.0554565945
1479425602810889832.pgm,0.0985199418
1479425602860892420.pgm,0.1225966179
1479425602910841124.pgm,0.1329188676
1479425602960856649.pgm,0.1506119404
1479425603010889980.pgm,0.178426148
1479425603060854422.pgm,0.2055777262
1479425603110890751.pgm,0.2322636412
1479425603160948221.pgm,0.2391101122
1479425603210975568.pgm,0.224801384
1479425603260891979.pgm,0.1960317434
1479425603310968858.pgm,0.1708678066
1479425603361020608.pgm,0.1632261144
1479425603410943305.pgm,0.1763957233
1479425603460915897.pgm,0.193805388
1479425603511023534.pgm,0.2147635047
1479425603560980015.pgm,0.2400262146
1479425603610927815.pgm,0.2687588624
1479425603660996936.pgm,0.307143604
1479425603711642822.pgm,0.3531265385
1479425603761011902.pgm,0.4073519045
1479425603810979202.pgm,0.4500391736
1479425603861043610.pgm,0.4633547299
1479425603911073071.pgm,0.4539145412
1479425603961010548.pgm,0.4211141302
1479425604011072619.pgm,0.3791636931
1479425604061020142.pgm,0.344192895
1479425604111057165.pgm,0.3248311355
1479425604161076545.pgm,0.3193952441
1479425604211068962.pgm,0.3278877572
1479425604261068078.pgm,0.3536009537
1479425604311117787.pgm,0.386746133
1479425604361071237.pgm,0.4233065701
1479425604411111716.pgm,0.4481319551
1479425604461147915.pgm,0.4555309415
1479425604511106804.pgm,0.4539190389
1479425604561135035.pgm,0.4403233859
1479425604611142294.pgm,0.4263181791
1479425604661133861.pgm,0.4181457125
1479425604711146484.pgm,0.4187299075
1479425604761149411.pgm,0.4255573957
1479425604811209050.pgm,0.4358644516
1479425604861134504.pgm,0.4506643027
1479425604911245709.pgm,0.4704021497
1479425604961183862.pgm,0.4904152805
1479425605011266685.pgm,0.5089043215
1479425605061264528.pgm,0.5238993708
1479425605111288723.pgm,0.5369873438
1479425605161233270.pgm,0.5441305723
1479425605211960461.pgm,0.5462880731
1479425605261307748.pgm,0.5456333842
1479425605311262352.pgm,0.5380086353
1479425605361337064.pgm,0.5221599959
1479425605411304880.pgm,0.5036230207
1479425605461338636.pgm,0.4898050996
1479425605511295200.pgm,0.49018615
1479425605561434571.pgm,0.5070316603
1479425605611314079.pgm,0.5355780404
1479425605661387804.pgm,0.5638705292
1479425605711402821.pgm,0.5821061642
1479425605761355279.pgm,0.5841014431
1479425605811311389.pgm,0.5750933905
1479425605861391769.pgm,0.5579751807
1479425605911340731.pgm,0.5420050459
1479425605961435172.pgm,0.5323254466
1479425606011344276.pgm,0.5305801034
1479425606061428712.pgm,0.5311292349
1479425606111451882.pgm,0.5372284636
1479425606161409318.pgm,0.5410520434
1479425606211409070.pgm,0.5396599546
1479425606261421713.pgm,0.5335541208
1479425606311452533.pgm,0.5291997576
